level,retention_days,age,reg_source,address,income,education,total_orders,is_activity,sex,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
1,5,30,0,4,25.000,3,6,0.000,0,1,1,1,0,0,2.400,14.750,27.500,0.000,0.000,25.450,72.450,147.400,0.000,0.000,0,0,0,0,1,1,1,0,0,0.875,2.691,3.314,null,null,3.219,3,1
1,3,55,1,9,26.000,5,0,0.000,1,2,0,1,0,0,6.400,0.000,31.200,0.000,0.000,22.400,0.000,49.550,0.000,0.000,1,1,0,1,0,0,0,0,1,1.856,null,3.440,null,null,3.258,2,1
1,5,32,0,6,33.000,4,3,0.000,0,2,0,1,0,0,3.200,0.000,21.600,0.000,0.000,24.550,0.000,98.400,0.000,0.000,0,0,0,1,0,0,0,0,1,1.163,null,3.073,null,null,3.497,1,1
1,60,44,1,4,150.000,2,24,0.000,0,2,1,0,1,1,20.000,63.500,0.000,15.000,36.800,1207.300,3907.800,0.000,870.000,2163.750,1,1,1,0,1,1,1,1,1,2.996,4.151,null,2.708,3.605,5.011,4,0
2,19,37,1,4,99.000,2,15,0.000,1,3,0,0,0,0,8.000,0.000,0.000,0.000,0.000,142.050,0.000,0.000,0.000,0.000,1,0,0,1,1,0,0,0,1,2.079,null,null,null,null,4.595,2,1
3,54,40,0,19,50.000,4,12,0.000,1,2,0,0,1,1,22.800,0.000,0.000,5.000,33.050,1266.100,0.000,0.000,310.000,1746.900,1,1,0,1,1,1,1,1,1,3.127,null,null,1.609,3.498,3.912,4,0
2,25,41,0,3,81.000,3,20,0.000,1,4,0,0,1,0,7.400,0.000,0.000,11.000,0.000,193.650,0.000,0.000,290.000,0.000,0,0,0,0,0,1,1,1,0,2.001,null,null,2.398,null,4.394,3,0
2,1,36,0,6,21.000,1,1,0.000,0,2,0,1,0,0,1.350,0.000,22.600,0.000,0.000,1.350,0.000,22.600,0.000,0.000,1,0,0,0,1,0,0,0,1,0.300,null,3.118,null,null,3.045,2,1
3,54,68,0,7,273.000,3,27,0.000,1,1,0,0,1,0,18.350,0.000,0.000,6.000,0.000,1003.200,0.000,0.000,325.000,0.000,0,0,0,1,0,0,0,0,1,2.910,null,null,1.792,null,5.609,1,0
1,14,31,1,9,39.000,3,4,0.000,1,7,0,0,0,0,4.400,0.000,0.000,0.000,0.000,60.650,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.482,null,null,null,null,3.664,1,0
3,14,28,1,7,17.000,2,3,0.000,0,4,0,1,0,0,5.800,0.000,20.850,0.000,0.000,86.750,0.000,288.050,0.000,0.000,0,0,0,0,0,0,0,0,1,1.758,null,3.037,null,null,2.833,1,1
2,10,45,1,8,115.000,3,17,0.000,1,4,0,1,0,0,5.700,0.000,28.050,0.000,0.000,52.950,0.000,238.900,0.000,0.000,1,0,0,1,0,0,0,0,1,1.740,null,3.334,null,null,4.745,2,1
1,7,23,0,3,27.000,2,1,0.000,1,3,1,0,1,0,3.650,9.500,0.000,7.000,0.000,21.000,76.050,0.000,55.000,0.000,0,0,0,0,0,1,1,0,0,1.295,2.251,null,1.946,null,3.296,1,0
2,33,45,0,24,35.000,1,6,0.000,0,1,1,0,1,0,5.650,24.000,0.000,25.500,0.000,205.750,860.950,0.000,780.000,0.000,0,0,1,0,1,1,1,1,0,1.732,3.178,null,3.239,null,3.555,3,1
1,3,23,0,2,20.000,2,4,0.000,0,1,0,1,0,0,4.650,0.000,30.000,0.000,0.000,11.200,0.000,68.800,0.000,0.000,0,1,0,1,0,0,0,1,1,1.537,null,3.401,null,null,2.996,1,0
2,56,58,1,3,92.000,1,25,0.000,0,3,0,0,1,0,8.250,0.000,0.000,19.750,0.000,476.700,0.000,0.000,1075.000,0.000,0,0,0,0,0,0,0,1,0,2.110,null,null,2.983,null,4.522,1,0
2,54,56,0,8,207.000,2,35,0.000,1,1,1,0,1,0,9.000,25.250,0.000,9.000,0.000,464.650,1352.250,0.000,455.000,0.000,0,0,0,0,1,1,1,1,0,2.197,3.229,null,2.197,null,5.333,3,0
1,72,55,1,28,40.000,1,11,0.000,0,5,0,0,1,0,34.250,0.000,0.000,35.750,0.000,2472.650,0.000,0.000,2770.000,0.000,1,0,0,0,0,0,0,0,0,3.534,null,null,3.577,null,3.689,2,0
1,18,29,0,4,40.000,2,1,0.000,0,1,0,1,0,0,9.500,0.000,27.350,0.000,0.000,196.200,0.000,401.650,0.000,0.000,0,0,0,1,1,1,1,0,0,2.251,null,3.309,null,null,3.689,3,0
3,25,29,0,9,55.000,4,1,0.000,0,1,1,0,0,0,5.250,24.750,0.000,0.000,0.000,147.950,612.450,0.000,0.000,0.000,0,0,0,0,1,0,0,0,1,1.658,3.209,null,null,null,4.007,1,1
1,42,62,0,26,26.000,1,35,1.000,1,1,0,0,1,0,8.750,0.000,0.000,27.000,0.000,337.750,0.000,0.000,1070.000,0.000,0,0,0,0,0,0,0,0,1,2.169,null,null,3.296,null,3.258,1,0
3,4,37,0,2,41.000,2,8,0.000,0,1,1,1,1,0,2.800,13.500,29.900,16.500,0.000,5.300,45.750,83.550,60.000,0.000,0,0,1,1,0,1,0,0,0,1.030,2.603,3.398,2.803,null,3.714,1,0
2,12,50,1,16,203.000,4,25,0.000,0,2,1,0,1,1,4.950,22.000,0.000,11.250,28.300,71.500,284.700,0.000,120.000,315.700,0,0,1,0,0,1,0,0,1,1.599,3.091,null,2.420,3.343,5.313,1,1
2,53,64,1,17,380.000,2,36,0.000,1,2,1,0,1,0,12.850,40.250,0.000,15.000,0.000,687.900,2104.300,0.000,825.000,0.000,0,0,0,0,1,1,1,1,0,2.553,3.695,null,2.708,null,5.940,3,0
2,13,38,1,8,104.000,4,6,0.000,0,7,1,0,1,1,10.250,21.500,0.000,25.750,58.850,160.400,274.000,0.000,325.000,723.350,0,1,1,1,1,1,1,1,1,2.327,3.068,null,3.248,4.075,4.644,4,1
3,18,31,1,12,24.000,3,4,0.000,0,4,0,0,0,0,12.150,0.000,0.000,0.000,0.000,202.200,0.000,0.000,0.000,0.000,1,0,0,0,0,0,0,0,1,2.497,null,null,null,null,3.178,2,0
3,67,42,1,20,81.000,3,20,0.000,1,5,1,0,1,1,24.400,41.250,0.000,9.500,36.700,1701.000,2799.450,0.000,615.000,2481.650,1,1,1,0,1,1,1,1,0,3.195,3.720,null,2.251,3.603,4.394,4,0
2,6,24,0,2,17.000,1,1,0.000,0,1,1,0,1,0,3.250,21.000,0.000,15.250,0.000,29.250,132.200,0.000,45.000,0.000,0,0,0,0,1,1,0,1,0,1.179,3.045,null,2.725,null,2.833,3,0
1,25,46,0,13,45.000,1,12,0.000,1,1,1,0,0,0,5.400,16.000,0.000,0.000,0.000,155.000,408.050,0.000,0.000,0.000,0,1,0,0,0,1,1,0,0,1.686,2.773,null,null,null,3.807,3,0
2,15,39,0,19,32.000,2,2,0.000,0,1,0,1,0,0,3.450,0.000,31.850,0.000,0.000,44.450,0.000,462.750,0.000,0.000,1,1,0,0,0,0,0,0,1,1.238,null,3.461,null,null,3.466,2,1
3,32,35,0,12,57.000,4,5,0.000,0,1,1,1,0,0,8.600,11.000,30.050,0.000,0.000,259.300,335.150,975.800,0.000,0.000,1,0,0,0,0,0,0,0,0,2.152,2.398,3.403,null,null,4.043,2,0
2,22,39,0,0,63.000,4,9,0.000,0,1,0,1,0,0,6.200,0.000,21.350,0.000,0.000,121.700,0.000,425.250,0.000,0.000,1,0,0,1,0,0,0,0,1,1.825,null,3.061,null,null,4.143,2,1
2,8,22,0,3,25.000,4,0,0.000,0,1,1,0,1,1,8.000,32.250,0.000,18.250,19.450,61.550,264.000,0.000,155.000,153.700,0,1,0,0,1,1,1,1,0,2.079,3.474,null,2.904,2.968,3.219,3,0
1,3,31,1,4,22.000,1,1,0.000,0,2,0,1,0,0,3.400,0.000,22.700,0.000,0.000,7.600,0.000,35.450,0.000,0.000,0,0,0,1,0,1,0,0,1,1.224,null,3.122,null,null,3.091,1,1
2,32,54,0,6,155.000,2,20,0.000,0,1,0,0,0,0,16.350,0.000,0.000,0.000,0.000,528.500,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2.794,null,null,null,null,5.043,1,0
1,49,54,0,24,30.000,2,5,0.000,0,1,0,0,1,0,15.500,0.000,0.000,14.250,0.000,754.800,0.000,0.000,625.000,0.000,1,0,0,0,0,0,1,0,0,2.741,null,null,2.657,null,3.401,2,0
2,2,28,0,7,46.000,3,0,0.000,1,1,0,0,0,1,3.450,0.000,0.000,0.000,15.100,6.550,0.000,0.000,0.000,10.450,1,0,1,0,1,1,0,1,1,1.238,null,null,null,2.715,3.829,4,0
1,39,47,0,1,68.000,4,10,0.000,1,2,0,0,0,0,8.300,0.000,0.000,0.000,0.000,308.550,0.000,0.000,0.000,0.000,1,0,0,1,0,0,0,0,1,2.116,null,null,null,null,4.220,2,1
1,42,33,0,2,67.000,2,5,0.000,0,2,0,0,1,0,6.700,0.000,0.000,25.250,0.000,270.200,0.000,0.000,1075.000,0.000,1,0,0,0,0,0,0,1,0,1.902,null,null,3.229,null,4.205,2,0
1,28,36,0,3,69.000,3,2,0.000,0,1,1,1,1,1,6.050,25.250,41.550,31.750,36.600,153.050,697.050,1117.150,835.000,1020.950,1,1,1,0,1,1,1,1,1,1.800,3.229,3.727,3.458,3.600,4.234,4,0
2,41,46,1,14,47.000,2,11,0.000,0,5,1,1,1,1,6.300,41.250,55.800,20.000,50.950,279.700,1665.000,2197.600,830.000,1956.700,1,1,1,0,1,1,1,1,0,1.841,3.720,4.022,2.996,3.931,3.850,4,0
3,67,50,1,31,83.000,2,12,0.000,0,2,0,1,1,0,29.450,0.000,22.650,19.000,0.000,1921.550,0.000,1515.400,1240.000,0.000,1,0,0,0,0,0,0,0,1,3.383,null,3.120,2.944,null,4.419,2,0
1,38,40,0,15,34.000,2,11,0.000,1,1,0,1,1,0,4.250,0.000,19.800,7.000,0.000,157.600,0.000,779.650,275.000,0.000,1,0,0,1,0,0,0,0,0,1.447,null,2.986,1.946,null,3.526,2,0
2,18,38,0,8,45.000,2,2,0.000,1,4,1,1,1,1,2.700,31.500,36.250,15.000,23.400,45.600,609.200,654.750,270.000,422.500,0,1,0,1,1,1,1,1,1,0.993,3.450,3.590,2.708,3.153,3.807,4,1
2,6,42,1,17,29.000,2,2,0.000,1,2,1,0,1,1,4.300,25.750,0.000,29.000,31.900,13.400,159.150,0.000,165.000,162.000,0,1,1,0,1,1,1,1,0,1.459,3.248,null,3.367,3.463,3.367,4,0
2,4,36,0,0,21.000,2,1,0.000,1,3,0,0,0,0,3.300,0.000,0.000,0.000,0.000,22.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,1,0,1.194,null,null,null,null,3.045,1,0
1,13,23,1,3,30.000,3,0,0.000,1,4,1,1,0,0,5.150,24.250,28.850,0.000,0.000,53.500,294.550,294.350,0.000,0.000,1,1,1,1,1,0,1,1,0,1.639,3.188,3.362,null,null,3.401,4,0
1,20,35,0,0,78.000,4,7,0.000,0,1,0,1,0,1,5.500,0.000,46.100,0.000,35.250,97.150,0.000,825.450,0.000,701.050,1,1,1,1,0,1,1,0,1,1.705,null,3.831,null,3.562,4.357,4,1
1,34,49,1,27,61.000,3,15,0.000,1,2,1,0,0,0,12.650,34.250,0.000,0.000,0.000,414.900,1119.350,0.000,0.000,0.000,0,0,0,0,1,1,1,1,0,2.538,3.534,null,null,null,4.111,3,0
1,46,29,1,4,90.000,5,3,0.000,0,4,1,0,1,1,16.850,40.500,0.000,34.500,39.800,736.450,1817.750,0.000,1480.000,1783.150,0,1,1,1,1,1,1,1,0,2.824,3.701,null,3.541,3.684,4.500,4,0
1,48,41,0,21,43.000,2,7,0.000,0,1,0,0,1,0,19.500,0.000,0.000,11.750,0.000,887.700,0.000,0.000,530.000,0.000,1,0,0,0,0,0,0,0,0,2.970,null,null,2.464,null,3.761,2,0
3,69,61,1,12,301.000,2,37,0.000,0,2,1,1,1,1,26.050,36.750,41.850,16.250,38.450,1738.150,2589.300,2768.850,1110.000,2590.200,1,1,0,0,1,1,1,1,0,3.260,3.604,3.734,2.788,3.649,5.707,3,0
1,32,34,1,7,32.000,2,15,0.000,0,4,0,0,0,0,9.250,0.000,0.000,0.000,0.000,285.750,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,1,0,2.225,null,null,null,null,3.466,1,0
1,29,29,0,9,41.000,2,9,0.000,0,2,1,1,0,0,4.750,23.000,37.450,0.000,0.000,112.000,626.600,1010.100,0.000,0.000,1,0,0,0,0,0,1,1,1,1.558,3.135,3.623,null,null,3.714,2,0
3,55,52,0,22,127.000,1,28,0.000,1,3,0,0,1,0,7.050,0.000,0.000,20.250,0.000,400.550,0.000,0.000,1150.000,0.000,1,1,0,0,0,0,0,0,1,1.953,null,null,3.008,null,4.844,2,0
3,72,60,1,36,271.000,1,43,0.000,1,2,0,0,1,0,21.700,0.000,0.000,52.250,0.000,1580.400,0.000,0.000,3665.000,0.000,1,0,0,0,1,1,1,1,0,3.077,null,null,3.956,null,5.602,3,0
3,29,26,0,1,32.000,3,2,0.000,1,1,0,0,1,0,3.400,0.000,0.000,15.750,0.000,111.500,0.000,0.000,440.000,0.000,0,1,0,0,0,0,0,1,0,1.224,null,null,2.757,null,3.466,1,1
2,50,25,1,1,36.000,4,2,0.000,1,5,0,1,1,1,13.050,0.000,40.600,10.250,40.850,682.200,0.000,1928.200,545.000,1964.200,1,1,1,0,1,1,1,1,1,2.569,null,3.704,2.327,3.710,3.584,4,0
3,35,50,1,11,293.000,3,21,0.000,0,2,0,1,0,0,12.250,0.000,23.900,0.000,0.000,416.400,0.000,793.400,0.000,0.000,0,0,0,0,0,0,0,0,1,2.506,null,3.174,null,null,5.680,1,1
3,11,63,0,9,41.000,3,3,0.000,0,1,0,1,0,0,4.150,0.000,29.900,0.000,0.000,46.350,0.000,299.650,0.000,0.000,0,0,0,1,0,0,0,0,1,1.423,null,3.398,null,null,3.714,1,1
1,9,29,0,9,39.000,3,5,0.000,1,1,0,0,0,0,4.200,0.000,0.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,1,1.435,null,null,null,null,3.664,1,0
2,51,48,0,27,58.000,1,18,0.000,0,1,1,0,1,0,19.200,25.750,0.000,9.250,0.000,964.850,1320.050,0.000,390.000,0.000,0,0,0,0,1,0,1,1,0,2.955,3.248,null,2.225,null,4.060,3,1
1,33,34,1,2,28.000,1,3,0.000,1,3,0,0,0,0,13.400,0.000,0.000,0.000,0.000,438.900,0.000,0.000,0.000,0.000,1,0,0,1,1,0,0,0,0,2.595,null,null,null,null,3.332,2,0
1,25,20,0,0,15.000,2,0,0.000,0,2,1,0,1,0,10.700,23.000,0.000,18.750,0.000,296.750,572.250,0.000,405.000,0.000,0,0,0,0,1,1,1,1,0,2.370,3.135,null,2.931,null,2.708,3,0
3,31,34,0,9,105.000,4,7,0.000,1,4,0,0,1,0,6.450,0.000,0.000,5.750,0.000,182.350,0.000,0.000,170.000,0.000,0,0,0,0,0,1,0,1,0,1.864,null,null,1.749,null,4.654,3,0
2,67,40,1,10,80.000,4,8,0.000,1,2,1,1,1,1,33.050,21.750,53.550,18.750,48.050,2225.150,1391.600,3532.100,1215.000,3185.350,1,1,1,1,1,1,1,1,1,3.498,3.080,3.981,2.931,3.872,4.382,4,0
3,55,45,0,8,36.000,2,9,0.000,0,3,1,0,1,0,25.650,41.750,0.000,11.750,0.000,1423.000,2294.750,0.000,630.000,0.000,1,1,0,0,1,1,1,1,0,3.245,3.732,null,2.464,null,3.584,3,0
3,19,50,0,7,112.000,4,3,0.000,1,1,0,1,1,1,7.150,0.000,44.800,14.250,46.550,160.200,0.000,817.250,265.000,893.750,1,1,1,0,1,1,0,1,1,1.967,null,3.802,2.657,3.841,4.718,4,0
1,39,34,1,11,55.000,4,10,0.000,1,4,1,1,1,1,18.450,33.750,56.950,35.500,47.850,742.500,1307.800,2171.650,1385.000,1867.500,0,1,1,1,1,1,1,1,0,2.915,3.519,4.042,3.570,3.868,4.007,4,0
2,52,35,1,8,40.000,4,1,0.000,0,2,1,1,1,1,10.750,33.500,35.300,11.000,44.600,546.650,1772.350,1726.450,615.000,2407.150,1,1,0,0,1,1,1,1,0,2.375,3.512,3.564,2.398,3.798,3.689,3,0
3,55,37,1,15,23.000,2,0,0.000,1,5,1,0,1,0,12.950,32.500,0.000,26.250,0.000,716.250,1783.550,0.000,1355.000,0.000,1,0,0,0,1,1,1,1,0,2.561,3.481,null,3.268,null,3.135,3,0
2,25,62,0,27,28.000,4,33,1.000,1,1,1,1,1,1,8.300,14.750,52.000,18.000,47.000,160.400,359.250,1183.650,430.000,1117.550,1,1,1,0,1,1,1,1,1,2.116,2.691,3.951,2.890,3.850,3.332,4,1
3,33,58,0,12,21.000,2,23,1.000,1,1,0,0,1,0,8.800,0.000,0.000,20.750,0.000,264.050,0.000,0.000,690.000,0.000,0,0,0,0,0,0,0,0,0,2.175,null,null,3.033,null,3.045,1,0
2,48,35,0,5,63.000,4,12,0.000,0,2,0,0,1,0,13.400,0.000,0.000,27.500,0.000,560.550,0.000,0.000,1315.000,0.000,1,0,1,0,1,1,1,1,0,2.595,null,null,3.314,null,4.143,3,1
2,48,31,1,12,52.000,4,3,0.000,0,3,1,1,1,1,8.150,26.500,50.950,31.750,55.550,364.800,1323.500,2289.700,1410.000,2725.300,1,1,1,1,1,1,1,1,1,2.098,3.277,3.931,3.458,4.017,3.951,4,0
2,49,57,0,3,189.000,1,31,0.000,1,3,0,0,1,0,11.000,0.000,0.000,8.750,0.000,476.150,0.000,0.000,405.000,0.000,0,0,0,0,0,0,0,0,0,2.398,null,null,2.169,null,5.242,1,0
3,54,32,1,0,50.000,1,15,0.000,0,3,1,1,1,0,18.150,46.250,49.200,21.250,0.000,958.700,2530.900,2610.600,1105.000,0.000,0,0,0,0,1,1,1,1,0,2.899,3.834,3.896,3.056,null,3.912,3,1
1,45,32,1,9,23.000,1,15,0.000,0,4,0,0,0,0,9.850,0.000,0.000,0.000,0.000,469.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2.287,null,null,null,null,3.135,1,0
3,4,37,1,1,33.000,2,15,0.000,1,5,0,1,0,0,2.450,0.000,21.900,0.000,0.000,19.250,0.000,65.100,0.000,0.000,0,0,0,1,0,0,0,0,1,0.896,null,3.086,null,null,3.497,1,1
3,49,27,1,3,29.000,3,6,0.000,1,3,0,1,0,0,10.400,0.000,44.000,0.000,0.000,476.450,0.000,2096.750,0.000,0.000,1,1,0,1,0,0,0,0,1,2.342,null,3.784,null,null,3.367,2,1
2,23,35,0,2,96.000,3,4,0.000,0,1,0,1,1,1,6.400,0.000,37.600,22.750,46.200,160.300,0.000,788.400,450.000,979.250,1,1,1,1,1,1,1,1,1,1.856,null,3.627,3.125,3.833,4.564,4,1
2,31,44,0,23,80.000,5,15,0.000,0,1,1,1,0,0,14.050,9.250,30.350,0.000,0.000,465.200,306.050,916.500,0.000,0.000,1,0,0,1,0,0,0,0,1,2.643,2.225,3.413,null,null,4.382,2,1
2,55,44,1,2,68.000,2,15,0.000,0,5,1,0,1,0,6.600,43.500,0.000,29.500,0.000,350.850,2423.300,0.000,1685.000,0.000,0,0,0,0,1,1,1,1,0,1.887,3.773,null,3.384,null,4.220,3,0
1,9,28,0,7,30.000,1,4,0.000,1,6,0,0,0,0,4.200,0.000,0.000,0.000,0.000,47.450,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.435,null,null,null,null,3.401,1,0
2,55,57,1,25,34.000,2,12,0.000,0,3,0,0,1,0,14.600,0.000,0.000,29.500,0.000,785.400,0.000,0.000,1600.000,0.000,0,0,0,0,0,0,0,0,0,2.681,null,null,3.384,null,3.526,1,0
1,34,30,0,3,35.000,2,2,0.000,1,3,1,0,1,0,9.050,21.500,0.000,8.000,0.000,333.000,695.950,0.000,275.000,0.000,0,1,0,0,1,1,1,1,1,2.203,3.068,null,2.079,null,3.555,3,0
1,10,23,0,4,36.000,2,1,0.000,0,3,1,0,1,0,8.550,14.750,0.000,22.000,0.000,86.050,142.050,0.000,200.000,0.000,0,0,0,0,1,1,1,1,0,2.146,2.691,null,3.091,null,3.584,3,0
2,62,76,0,20,35.000,3,18,1.000,1,1,0,0,1,0,17.250,0.000,0.000,17.750,0.000,1045.700,0.000,0.000,1085.000,0.000,1,0,0,0,1,0,0,0,1,2.848,null,null,2.876,null,3.555,2,0
2,51,36,0,13,62.000,3,9,0.000,0,2,1,0,1,1,5.650,36.250,0.000,19.750,40.400,305.750,1872.750,0.000,995.000,2005.450,1,1,1,1,1,1,1,1,0,1.732,3.590,null,2.983,3.699,4.127,4,0
1,65,48,0,28,94.000,1,25,0.000,0,1,0,0,1,0,10.400,0.000,0.000,22.500,0.000,664.650,0.000,0.000,1470.000,0.000,1,0,0,0,0,0,0,0,0,2.342,null,null,3.114,null,4.543,2,0
3,53,33,0,1,60.000,1,6,0.000,0,2,1,0,1,1,17.650,28.500,0.000,41.000,28.550,950.700,1502.200,0.000,2170.000,1524.600,0,1,1,0,1,1,1,1,0,2.871,3.350,null,3.714,3.352,4.094,4,0
1,23,35,0,4,118.000,2,11,0.000,0,1,0,1,0,0,7.900,0.000,30.150,0.000,0.000,196.950,0.000,672.400,0.000,0.000,0,1,0,1,0,0,0,0,1,2.067,null,3.406,null,null,4.771,1,1
3,1,30,0,3,135.000,4,3,0.000,0,3,1,1,1,0,1.100,5.750,22.800,2.750,0.000,1.100,5.750,22.800,2.750,0.000,0,0,0,1,1,0,0,0,1,0.095,1.749,3.127,1.012,null,4.905,1,1
3,66,55,0,20,80.000,2,24,0.000,1,1,1,0,1,0,14.000,30.750,0.000,14.750,0.000,938.350,2128.200,0.000,965.000,0.000,1,0,0,0,1,1,1,1,0,2.639,3.426,null,2.691,null,4.382,3,0
3,8,27,1,0,21.000,3,3,0.000,1,2,0,1,0,0,3.650,0.000,36.450,0.000,0.000,38.050,0.000,235.750,0.000,0.000,1,0,0,1,0,0,0,0,1,1.295,null,3.596,null,null,3.045,2,0
3,18,28,1,3,22.000,1,2,0.000,1,5,0,0,1,0,3.150,173.000,0.000,9.500,0.000,55.550,0.000,0.000,175.000,0.000,0,0,0,0,0,0,0,0,0,1.147,5.153,null,2.251,null,3.091,1,0
3,36,32,1,3,63.000,4,7,0.000,0,4,0,1,1,0,6.200,0.000,29.550,12.750,0.000,229.500,0.000,991.350,415.000,0.000,1,0,0,1,0,0,0,1,0,1.825,null,3.386,2.546,null,4.143,2,0
1,13,40,0,16,142.000,2,18,0.000,1,1,0,0,0,0,8.450,0.000,0.000,0.000,0.000,109.850,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2.134,null,null,null,null,4.956,1,1
3,4,44,0,15,32.000,3,0,0.000,1,1,1,1,1,0,2.100,13.750,25.950,8.750,0.000,6.900,44.950,82.250,25.000,0.000,0,1,0,1,1,0,1,1,0,0.742,2.621,3.256,2.169,null,3.466,3,1
3,20,32,0,10,19.000,3,5,0.000,0,1,0,1,0,0,6.850,0.000,36.050,0.000,0.000,106.500,0.000,701.500,0.000,0.000,1,0,0,1,0,0,0,0,1,1.924,null,3.585,null,null,2.944,2,0
1,66,39,1,12,60.000,4,10,0.000,0,3,1,1,1,1,20.150,39.250,46.300,17.250,36.400,1443.750,2490.650,2895.250,1055.000,2322.200,1,1,1,1,1,1,1,1,1,3.003,3.670,3.835,2.848,3.595,4.094,4,0
3,67,47,1,7,97.000,1,23,0.000,0,4,0,0,1,0,22.400,0.000,0.000,18.500,0.000,1464.900,0.000,0.000,1225.000,0.000,0,0,0,0,1,1,1,1,0,3.109,null,null,2.918,null,4.575,3,0
1,11,24,1,0,31.000,2,3,0.000,1,4,1,1,1,1,5.400,16.000,39.200,13.750,33.550,83.150,189.450,422.800,140.000,331.650,0,1,1,1,1,1,1,0,1,1.686,2.773,3.669,2.621,3.513,3.434,4,1
1,6,26,0,7,30.000,3,1,0.000,1,2,0,1,0,0,6.350,0.000,19.750,0.000,0.000,30.800,0.000,109.250,0.000,0.000,0,0,0,1,0,0,0,0,0,1.848,null,2.983,null,null,3.401,1,1
2,13,23,1,4,31.000,1,5,0.000,1,4,0,1,0,1,4.600,0.000,35.450,0.000,27.700,54.850,0.000,398.950,0.000,339.750,0,1,1,1,0,0,0,0,1,1.526,null,3.568,null,3.321,3.434,1,0
2,2,29,1,3,44.000,2,9,0.000,1,6,1,1,1,1,2.100,16.250,43.200,12.250,33.600,5.100,31.300,47.050,5.000,24.200,1,1,1,1,1,1,1,1,1,0.742,2.788,3.766,2.506,3.515,3.784,4,1
1,4,40,0,12,38.000,2,5,0.000,0,1,0,0,1,0,8.150,0.000,0.000,12.000,0.000,32.250,0.000,0.000,25.000,0.000,0,0,0,0,0,0,0,0,0,2.098,null,null,2.485,null,3.638,1,0
1,34,63,1,10,23.000,2,0,0.000,1,2,1,1,1,1,14.300,19.500,39.600,15.250,28.950,459.050,616.500,1396.300,495.000,984.100,1,1,1,1,1,1,1,1,1,2.660,2.970,3.679,2.725,3.366,3.135,4,0
1,13,34,1,6,37.000,3,6,0.000,0,4,0,0,0,0,6.850,0.000,0.000,0.000,0.000,102.500,0.000,0.000,0.000,0.000,0,0,0,0,0,1,0,1,0,1.924,null,null,null,null,3.611,3,0
2,37,40,1,14,26.000,2,0,0.000,0,5,0,0,1,0,18.900,0.000,0.000,12.000,0.000,653.150,0.000,0.000,470.000,0.000,1,0,0,0,0,0,0,0,1,2.939,null,null,2.485,null,3.258,2,0
1,45,30,1,8,38.000,2,5,0.000,0,6,0,0,1,0,12.750,0.000,0.000,23.750,0.000,622.150,0.000,0.000,1015.000,0.000,1,0,0,0,0,1,1,1,0,2.546,null,null,3.168,null,3.638,3,0
2,71,70,0,30,153.000,3,34,1.000,1,1,1,0,1,1,30.550,46.250,0.000,26.250,46.700,2291.100,3114.950,0.000,1805.000,3292.650,1,0,0,0,1,1,1,1,0,3.419,3.834,null,3.268,3.844,5.030,3,0
1,35,40,0,5,49.000,1,20,0.000,1,1,0,0,0,0,3.400,0.000,0.000,0.000,0.000,107.850,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.224,null,null,null,null,3.892,1,0
3,44,41,0,21,51.000,3,7,0.000,0,1,0,1,1,0,4.950,0.000,31.550,10.750,0.000,203.650,0.000,1301.850,460.000,0.000,0,0,0,1,0,0,0,0,1,1.599,null,3.452,2.375,null,3.932,1,0
3,44,45,1,19,88.000,1,21,0.000,0,2,1,0,1,0,11.900,25.250,0.000,8.250,0.000,524.250,1108.400,0.000,305.000,0.000,1,0,0,0,1,1,1,1,0,2.477,3.229,null,2.110,null,4.477,3,0
1,26,41,1,20,19.000,1,0,0.000,1,6,0,0,0,0,5.450,0.000,0.000,0.000,0.000,165.400,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.696,null,null,null,null,2.944,1,0
2,42,46,1,9,31.000,1,12,0.000,1,3,0,0,1,0,5.900,0.000,0.000,23.000,0.000,277.650,0.000,0.000,945.000,0.000,0,0,0,0,0,0,0,1,0,1.775,null,null,3.135,null,3.434,1,0
2,41,47,1,6,90.000,2,19,0.000,0,3,0,1,1,0,6.700,0.000,20.200,31.250,0.000,251.350,0.000,825.150,1240.000,0.000,0,0,0,1,0,0,0,0,0,1.902,null,3.006,3.442,null,4.500,1,1
1,31,24,1,3,14.000,1,0,0.000,0,4,0,0,0,0,7.200,0.000,0.000,0.000,0.000,231.750,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.974,null,null,null,null,2.639,1,0
