,创建时间,地址,岗位,学历,工作经验,薪资水平
275,2021-12-28 09:39:36,南京-鼓楼区,python/爬虫工程师（双休）,本科,1年经验,1-1.5万/月
276,2021-12-28 09:39:22,长沙-岳麓区,Python开发工程师,本科,3-4年经验,0.8-1.5万/月
277,2021-12-28 09:39:07,上海-浦东新区,C++/Python软件工程师,本科,2年经验,1-1.5万/月
278,2021-12-28 09:38:55,上海-浦东新区,Python工程师,本科,1年经验,1-2万/月
279,2021-12-28 09:38:23,上海-闵行区,Python开发工程师,大专,5-7年经验,2-2.5万/月
280,2021-12-28 09:38:12,大连-高新园区,python实习生可转正,大专,无需经验,4-6千/月
281,2021-12-28 09:38:08,常州-金坛区,Python开发工程师_常州,本科,1年经验,0.9-1.8万/月
282,2021-12-28 09:38:03,深圳-南山区,python开发/算法平台开发,大专,1年经验,1-1.8万/月
283,2021-12-28 09:38:02,上海-闵行区,Python开发工程师,大专,5-7年经验,1.5-2.5万/月
284,2021-12-28 09:37:56,东莞-东城区,Python开发工程师,本科,1年经验,0.8-1.5万/月
285,2021-12-28 09:37:33,上海-长宁区,Python后端工程师,大专,2年经验,1-1.5万/月
286,2021-12-28 09:37:28,南京-鼓楼区,Python开发工程师,本科,2年经验,1-1.5万/月
287,2021-12-28 09:36:39,上海-宝山区,RPA开发工程师（python）,本科,3-4年经验,1.2-1.8万/月
288,2021-12-28 09:35:25,广州-天河区,Python开发工程师,大专,1年经验,0.8-1.2万/月
289,2021-12-28 09:35:22,上海,Python开发工程师,大专,3-4年经验,1.7-2.3万/月
290,2021-12-28 09:34:55,上海-浦东新区,python 高级工程师,本科,2年经验,1.2-1.5万/月
291,2021-12-28 09:34:37,广州-天河区,程序员（Python/fortran）,本科,无需经验,0.6-1.8万/月
292,2021-12-28 09:34:33,上海-闵行区,Python开发工程师,本科,1年经验,1-1.5万/月
293,2021-12-28 09:34:11,北京-朝阳区,Python高级开发工程师,本科,3-4年经验,1-2万/月
294,2021-12-28 09:34:06,上海-嘉定区,工具开发工程师-Python,本科,3-4年经验,20-30万/年
295,2021-12-28 09:33:59,南京,Python开发工程师,本科,1年经验,1-2万/月
296,2021-12-28 09:33:13,深圳,Python高级爬虫工程师,本科,5-7年经验,1.5-3万/月
297,2021-12-28 09:32:58,深圳-南山区,Python开发工程师,本科,3-4年经验,1.5-2万/月
298,2021-12-28 09:32:39,上海-长宁区,Python开发工程师,大专,2年经验,1.1-1.7万/月
299,2021-12-28 09:32:33,天津-南开区,Python开发工程师,本科,2年经验,6-8千/月
300,2021-12-28 09:32:30,深圳-宝安区,Python开发工程师,本科,2年经验,1.2-1.8万/月
301,2021-12-28 09:32:26,廊坊,Python开发工程师（双休五险包吃住）C,大专,无需经验,6-8千/月
302,2021-12-28 09:31:59,上海-浦东新区,python量化开发工程师,本科,5-7年经验,1.5-2万/月
303,2021-12-28 09:31:41,成都-武侯区,Python开发工程师,大专,2年经验,0.8-1.5万/月
304,2021-12-28 09:31:34,深圳-宝安区,Python开发工程师,大专,3-4年经验,1.5-2.2万/月
305,2021-12-28 09:31:33,上海-浦东新区,Python开发工程师,本科,3-4年经验,1.6-2.3万/月
306,2021-12-28 09:31:02,广州-天河区,Python开发工程师,本科,3-4年经验,1.4-2万/月
307,2021-12-28 09:30:29,上海-长宁区,服务端软件工程师(Python）（BG）,大专,2年经验,1.3-2万/月
308,2021-12-28 09:30:28,上海-徐汇区,Python开发工程师,本科,3-4年经验,1.5-2万/月
309,2021-12-28 09:30:20,武汉-江汉区,python开发工程师,大专,3-4年经验,1-1.5万/月
310,2021-12-28 09:30:13,郑州-金水区,Python开发工程师,大专,无需经验,6-9千/月
311,2021-12-28 09:30:06,深圳-龙华区,Python开发工程师,本科,2年经验,0.8-1.4万/月
312,2021-12-28 09:29:21,东莞-南城区,高级 Python 程序员,招2人,3-4年经验,2.5-3.5万/月
313,2021-12-28 09:29:02,武汉,Python开发工程师,本科,3-4年经验,1.3-1.6万/月
314,2021-12-28 09:28:55,成都-武侯区,Python开发工程师,本科,2年经验,0.8-1.5万/月
315,2021-12-28 09:28:44,深圳,Python开发工程师,大专,1年经验,2-3万/月
316,2021-12-28 09:28:29,上海-松江区,Python/C#开发工程师,本科,1年经验,1-2万/月
317,2021-12-28 09:28:19,深圳-南山区,Python中高级工程师,大专,3-4年经验,1.2-2万/月
318,2021-12-28 09:28:07,长沙-岳麓区,Python开发工程师,本科,无需经验,0.7-1.2万/月
319,2021-12-28 09:27:56,东莞-南城区,Python爬虫工程师,大专,3-4年经验,0.8-1.5万/月
320,2021-12-28 09:26:57,广州-天河区,Python后端开发工程师,本科,1年经验,0.6-1万/月
321,2021-12-28 09:26:43,上海-浦东新区,Python开发工程师,本科,2年经验,1.5-2万/月
322,2021-12-28 09:26:41,南京-江宁区,Python开发工程师,本科,3-4年经验,1-2万/月
323,2021-12-28 09:26:40,南昌-青山湖区,Python Web开发工程师,本科,3-4年经验,0.8-1万/月
324,2021-12-28 09:26:31,上海-嘉定区,Python开发工程师,大专,1年经验,1.5-2万/月
325,2021-12-28 09:26:30,上海-闵行区,Python开发工程师,大专,2年经验,0.8-1.1万/月
326,2021-12-28 09:25:39,上海-静安区,Python后端开发工程师,本科,5-7年经验,2-2.5万/月
327,2021-12-28 09:25:36,上海-浦东新区,Python开发工程师,本科,1年经验,1-2万/月
328,2021-12-28 09:24:59,深圳-南山区,Python开发工程师,大专,1年经验,1-1.5万/月
329,2021-12-28 09:24:11,深圳-南山区,Python开发工程师,大专,3-4年经验,1.1-1.8万/月
330,2021-12-28 09:24:00,广州-番禺区,少儿编程Python/Scratch老师,本科,无需经验,4-7千/月
331,2021-12-28 09:23:49,武汉-东湖新技术产业开发区,Python高级开发工程师,本科,3-4年经验,0.8-1.5万/月
332,2021-12-28 09:23:44,深圳,软件工程师（QT/C++/Python),本科,3-4年经验,1-2万/月
333,2021-12-28 09:23:33,佛山,Python开发工程师,本科,2年经验,0.8-1.6万/月
334,2021-12-28 09:23:14,合肥-高新区,python开发工程师 (MJ000106),本科,1年经验,1-1.5万/月
335,2021-12-28 09:22:42,北京,Python高级开发工程师,本科,5-7年经验,2.5-3万/月
336,2021-12-28 09:22:17,广州-黄埔区,Python开发工程师,本科,1年经验,0.8-1.5万/月
337,2021-12-28 09:22:02,深圳-龙岗区,Python研发工程师,大专,2年经验,1.5-2.5万/月
338,2021-12-28 09:21:47,武汉-东湖新技术产业开发区,Python后端开发工程师,大专,1年经验,0.7-1.2万/月
339,2021-12-28 09:21:37,西安-雁塔区,Python开发工程师,本科,1年经验,1-1.5万/月
340,2021-12-28 09:21:33,深圳-福田区,Python开发工程师,大专,3-4年经验,1.3-1.8万/月
341,2021-12-28 09:21:25,深圳-南山区,Python后端工程师,本科,3-4年经验,25-45万/年
342,2021-12-28 09:21:14,珠海,"软件开发工程师(.Net, Python, Java)",大专,2年经验,0.8-1万/月
343,2021-12-28 09:20:24,杭州-滨江区,软件工程师（Python）,本科,无需经验,1-2万/月
344,2021-12-28 09:20:03,南京-栖霞区,python工程师,本科,2年经验,1-1.5万/月
345,2021-12-28 09:18:44,东莞,Java/python爬虫工程师,大专,2年经验,1-1.5万/月
346,2021-12-28 09:18:25,上海-静安区,Python开发工程师（后端）,本科,3-4年经验,1.5-3万/月
347,2021-12-28 09:18:17,上海-普陀区,python开发工程师,大专,3-4年经验,1.5-2.5万/月
348,2021-12-28 09:18:16,成都-武侯区,Python开发工程师,本科,3-4年经验,0.8-1.3万/月
349,2021-12-28 09:18:05,深圳-南山区,Python开发工程师,本科,3-4年经验,1.3-1.6万/月
350,2021-12-28 09:17:52,昆明-官渡区,Python开发工程师,大专,2年经验,0.8-1.6万/月
351,2021-12-28 09:17:31,北京-海淀区,Python开发工程师,大专,3-4年经验,1-1.5万/月
352,2021-12-28 09:17:28,武汉-江汉区,Python开发工程师,本科,3-4年经验,1.8-3.2万/月
353,2021-12-28 09:16:36,上海-黄浦区,Python Engineer,本科,3-4年经验,2-2.5万/月
354,2021-12-28 09:16:35,上海-浦东新区,Python开发工程师,本科,1年经验,1.2-1.8万/月
355,2021-12-28 09:16:33,深圳,Python开发工程师,本科,3-4年经验,1-2万/月
356,2021-12-28 09:16:05,深圳-宝安区,Python开发工程师,大专,无需经验,0.6-1万/月
357,2021-12-28 09:16:03,长沙,高级python开发工程师（五险一金）,大专,1年经验,1-1.5万/月
358,2021-12-28 09:15:54,深圳-龙华区,Python网络爬虫工程师（跨境电商）,大专,3-4年经验,1.5-2.8万/月
359,2021-12-28 09:15:39,上海-闵行区,医疗器械软件主管/Python软件开发/高级软件研发工程师,本科,5-7年经验,2-2.5万/月
360,2021-12-28 09:15:20,广州-黄埔区,Python开发工程师,大专,3-4年经验,16-30万/年
361,2021-12-28 09:15:15,汕头-金平区,Python开发工程师,大专,2年经验,0.6-1.2万/月
362,2021-12-28 09:14:50,宁波-江北区,python后端开发工程师,本科,1年经验,2-2.5万/月
363,2021-12-28 09:14:32,苏州-高新区,Python开发工程师,本科,3-4年经验,1.2-1.5万/月
364,2021-12-28 09:13:48,上海,python爬虫工程师,大专,2年经验,0.9-1.5万/月
365,2021-12-28 09:13:43,南京-建邺区,python爬虫工程师（中高级）,本科,3-4年经验,1.5-2.5万/月
366,2021-12-28 09:13:41,南京-江宁区,Python后端开发工程师,本科,1年经验,1.2-1.8万/月
367,2021-12-28 09:13:32,广州-黄埔区,python工程师,本科,3-4年经验,0.8-1.6万/月
368,2021-12-28 09:13:07,深圳-福田区,Python开发工程师,本科,3-4年经验,1.8-3.6万/月
369,2021-12-28 09:12:33,武汉,Python开发工程师（武汉）,大专,2年经验,0.7-1.2万/月
370,2021-12-28 09:12:33,广州-白云区,python老师/python讲师/少儿编程/课程研发+五险一金,大专,1年经验,6-8千/月
371,2021-12-28 09:12:24,广州-天河区,Python开发工程师（Odoo),本科,1年经验,0.8-2万/月
372,2021-12-28 09:12:22,武汉-江汉区,Python高级开发工程师,本科,3-4年经验,0.9-1.3万/月
373,2021-12-28 09:12:14,杭州-滨江区,Python开发工程师,本科,3-4年经验,1-1.5万/月
374,2021-12-28 09:12:02,上海-静安区,Python开发工程师,本科,1年经验,1.5-2万/月
375,2021-12-28 09:11:55,武汉,自动化软件工程师/ Python界面开发,本科,5-7年经验,1-2万/月
376,2021-12-28 09:10:58,深圳-南山区,1高级python开发工程师,大专,5-7年经验,1.5-2.5万/月
377,2021-12-28 09:10:40,北京,Python高级开发工程师,本科,2年经验,1.2-2.4万/月
378,2021-12-28 09:10:35,苏州,全栈工程师（Python方向）,大专,1年经验,0.8-1.5万/月
379,2021-12-28 09:10:32,南昌-红谷滩新区,Python开发工程师,大专,2年经验,0.8-1万/月
380,2021-12-28 09:10:21,南昌-青山湖区,Python开发工程师,大专,2年经验,0.6-1万/月
381,2021-12-28 09:10:10,南京,Python开发工程师,大专,1年经验,0.8-1万/月
382,2021-12-28 09:09:51,广州-天河区,Python后台开发,大专,2年经验,0.8-1.2万/月
383,2021-12-28 09:08:43,杭州,python后台开发,本科,3-4年经验,1.2-2.5万/月
384,2021-12-28 09:08:18,广州-海珠区,Python开发工程师,大专,2年经验,0.8-1.2万/月
385,2021-12-28 09:08:01,广州-天河区,Python开发工程师,本科,2年经验,0.8-1.2万/月
386,2021-12-28 09:07:33,深圳-宝安区,Python开发实习生,大专,无需经验,4.5-6千/月
387,2021-12-28 09:07:32,东莞,Python 软件开发工程师-东莞新工厂-9-12K,本科,1年经验,0.9-1.2万/月
388,2021-12-28 09:07:17,厦门,Python开发工程师,本科,2年经验,1.2-1.8万/月
389,2021-12-28 09:07:01,上海-静安区,Python开发工程师,本科,2年经验,1-1.5万/月
390,2021-12-28 09:06:29,苏州-工业园区,Python开发工程师,本科,2年经验,1.5-2万/月
391,2021-12-28 09:06:16,成都-武侯区,python爬虫工程师,本科,3-4年经验,0.8-1万/月
392,2021-12-28 09:06:07,南京-雨花台区,Python开发工程师,大专,无需经验,0.7-1.3万/月
393,2021-12-28 09:05:35,宁波-江北区,Python开发工程师,大专,无需经验,6-9千/月
394,2021-12-28 09:05:20,无锡-无锡新区,python工程师(J10623),本科,2年经验,1-2万/月
395,2021-12-28 09:05:11,上海-徐汇区,Python架构师,本科,3-4年经验,2.5-3万/月
396,2021-12-28 09:05:02,杭州-西湖区,Python工程师,本科,3-4年经验,1.3-1.8万/月
397,2021-12-28 09:04:44,南京-江宁区,Python开发工程师,大专,2年经验,1-1.5万/月
398,2021-12-28 09:04:30,常州-新北区,Python开发工程师,本科,无需经验,1.2-1.8万/月
399,2021-12-28 09:04:15,武汉,Python开发工程师,大专,2年经验,7-9千/月
400,2021-12-28 09:03:48,上海-虹口区,Python高级开发工程师,本科,5-7年经验,1.5-2.5万/月
401,2021-12-28 09:03:24,南京-浦口区,Python开发工程师,大专,3-4年经验,0.9-1.5万/月
402,2021-12-28 09:03:22,张家口,python爬虫工程师,本科,1年经验,6-8千/月
403,2021-12-28 09:03:09,深圳-福田区,Python开发工程师,本科,2年经验,0.9-1.3万/月
404,2021-12-28 09:02:48,深圳-南山区,Python开发工程师（OS0209）,大专,3-4年经验,1-1.6万/月
405,2021-12-28 09:01:56,北京-丰台区,Python开发工程师,本科,3-4年经验,1.5-2万/月
406,2021-12-28 09:01:49,武汉,Python开发工程师,本科,5-7年经验,1.5-2.5万/月
407,2021-12-28 09:01:44,东莞-凤岗镇,Python高级开发工程师,本科,2年经验,2.5-3.5万/月
408,2021-12-28 09:00:01,深圳-福田区,python,本科,3-4年经验,1.1-1.6万/月
409,2021-12-28 09:00:01,上海,Python开发工程师,本科,2年经验,1.1-1.3万/月
410,2021-12-28 09:00:55,上海-浦东新区,初级Python后端开发工程师,本科,1年经验,1-1.5万/月
411,2021-12-28 09:00:49,上海-浦东新区,Python Full Stack Senior Developer,本科,3-4年经验,20-35万/年
412,2021-12-28 09:00:43,上海-闵行区,供应链Python开发Performance Data Officer,本科,3-4年经验,1-1.8万/月
413,2021-12-28 09:00:42,上海-静安区,Python开发工程师,大专,1年经验,1-1.5万/月
414,2021-12-28 09:00:01,深圳-龙岗区,Python架构师,本科,5-7年经验,2-4万/月
415,2021-12-28 08:59:49,杭州-滨江区,Python开发工程师,本科,2年经验,1-1.5万/月
416,2021-12-28 08:59:32,深圳-南山区,GIS20108101-Python开发工程师,大专,2年经验,1.2-1.8万/月
417,2021-12-28 08:59:18,珠海-横琴新区,python爬虫开发工程师,大专,1年经验,5-8千/月
418,2021-12-28 08:59:15,合肥-高新区,Python开发工程师,本科,无需经验,1-2万/月
419,2021-12-28 08:58:52,上海-浦东新区,Python 全栈开发（全职/实习）,本科,3-4年经验,1.2-2.3万/月
420,2021-12-28 08:58:51,深圳,Python开发工程师,大专,3-4年经验,2-3.5万/月
421,2021-12-28 08:58:32,上海-静安区,Python开发工程师,本科,3-4年经验,1.2-1.8万/月
422,2021-12-28 08:58:31,西安-高新技术产业开发区,Python开发工程师（中高级）,本科,3-4年经验,0.8-1.5万/月
423,2021-12-28 08:57:25,上海-浦东新区,Python & C++ Developer,本科,5-7年经验,2-2.5万/月
424,2021-12-28 08:56:57,南京,Python开发工程师,本科,3-4年经验,0.9-1.5万/月
425,2021-12-28 08:56:47,深圳-龙岗区,Python开发工程师,本科,3-4年经验,1.5-2万/月
426,2021-12-28 08:56:32,东莞-长安镇,Python开发工程师,大专,3-4年经验,1.5-2.5万/月
427,2021-12-28 08:56:00,南京-秦淮区,Python软件工程师/Python Software Engineer,本科,3-4年经验,1.2-2.4万/月
428,2021-12-28 08:55:23,成都,Python开发工程师,本科,3-4年经验,0.8-1.3万/月
429,2021-12-28 08:54:19,杭州-上城区,Python开发工程师（数据分析方向）,本科,2年经验,0.9-1.8万/月
430,2021-12-28 08:53:49,贵阳-花溪区,鲲鹏技术培训工程师（java/Python）,本科,1年经验,1.5-2.5万/月
431,2021-12-28 08:53:36,上海-青浦区,Python开发工程师（接受21届,本科,1年经验,1-1.3万/月
432,2021-12-28 08:52:49,佛山-南海区,Python开发高级工程师,大专,2年经验,0.8-2万/月
433,2021-12-28 08:52:27,长春,python工程师,本科,2年经验,3-5千/月
434,2021-12-28 08:50:54,成都-天府新区,Python高级开发工程师,本科,3-4年经验,1.1-1.7万/月
435,2021-12-28 08:50:47,苏州-吴中区,Python高级开发工程师,本科,3-4年经验,2-2.5万/月
436,2021-12-28 08:50:39,上海-松江区,Python开发工程师,大专,2年经验,0.8-1万/月
437,2021-12-28 08:49:56,宁波-江北区,Python后端开发工程师,本科,2年经验,1.5-2万/月
438,2021-12-28 08:49:12,杭州,Python开发工程师,本科,5-7年经验,1.5-2.5万/月
439,2021-12-28 08:48:47,深圳-罗湖区,Python开发工程师,本科,3-4年经验,1.3-2.6万/月
440,2021-12-28 08:47:19,深圳-南山区,软件开发工程师Python（深圳）,本科,2年经验,1.2-2万/月
441,2021-12-28 08:47:15,珠海,Python开发工程师,本科,3-4年经验,1-1.5万/月
442,2021-12-28 08:46:58,武汉,Python开发工程师,本科,3-4年经验,1.2-1.6万/月
443,2021-12-28 08:45:03,合肥-瑶海区,Python开发工程师,大专,3-4年经验,0.8-1.2万/月
444,2021-12-28 08:44:44,广州-黄埔区,Python web开发工程师(J10326),本科,3-4年经验,0.8-1万/月
445,2021-12-28 08:44:42,上海-黄浦区,Python开发工程师,本科,3-4年经验,1.5-2万/月
446,2021-12-28 08:44:30,武汉-洪山区,编程工程师（C/C++/Ruby/Python）,本科,无需经验,1-2万/月
447,2021-12-28 08:44:21,北京-海淀区,Python开发工程师,本科,5-7年经验,1.5-3万/月
448,2021-12-28 08:43:54,深圳-龙华区,Python开发工程师,本科,3-4年经验,1.5-2万/月
449,2021-12-28 08:43:42,上海-浦东新区,风险管理部-系统开发岗（Python开发）G00732,本科,3-4年经验,1.5-3万/月
450,2021-12-28 08:43:38,武汉-洪山区,Python开发工程师,本科,2年经验,1-1.5万/月
451,2021-12-28 08:43:09,武汉,python爬虫工程师,本科,2年经验,1-1.5万/月
452,2021-12-28 08:41:35,北京-海淀区,Python开发工程师（工作地：石家庄）,本科,2年经验,6-9千/月
