机构编号,医疗机构名称,医疗机构等级,医疗机构类型,医疗机构地址
H11010202215,国家电网有限公司医务室,未定级,医务室,北京市西城区宣武门内大街8号三层370-375房间
H11010202216,北京市西城区广安门外街道小马厂社区卫生服务站,未定级,社区卫生服务站,北京市西城区广外小马厂1号院6号楼底商
H11010202257,北京市什刹海体育运动学校医务室,未定级,医务室,北京市西城区地安门西大街57号
H11010202129,北京市先农坛体育场门诊部,未定级,综合门诊部,北京市西城区先农坛体育场内31号楼（田径馆），综合馆
H11010202160,北京市西城区广安门外街道广外大街社区卫生服务站,未定级,社区卫生服务站,北京市西城区广外永居东里甲38号
H11010202165,北京市西城区广安门外街道红莲社区卫生服务站,未定级,社区卫生服务站,北京市西城区广外红莲北里10号楼-1号
H11010202166,北京市西城区广安门外街道车站西街社区卫生服务站,未定级,社区卫生服务站,北京市西城区广外车站西街17号院1号楼北侧4段、5段
H11010202167,北京市西城区广安门外街道三义里社区卫生服务站,未定级,社区卫生服务站,北京市西城区广外三义里小区8号楼北侧
H11010202168,北京市西城区广安门外街道小红庙社区卫生服务站,未定级,社区卫生服务站,北京市西城区广外小红庙南里11号楼平房
H11010202169,首都医科大学附属北京安定医院,三级,精神病医院,北京市西城区德胜门外安康胡同5号
H11010202170,北京市西城区广安门外街道莲花河社区卫生服务站,未定级,社区卫生服务站,北京市西城区莲花河胡同2号院1号楼西南角一层101底商
H11010202171,北京市西城区广安门外街道马连道社区卫生服务站,未定级,社区卫生服务站,北京市西城区广外马连道中新佳园一区8号楼一层
H11010202178,北京市西城区广安门外街道白菜湾社区卫生服务站,未定级,社区卫生服务站,北京市西城区广外南街甲59号1层2商业
H11010202324,北京家圆医院,二级,妇产（科）医院,北京市西城区富国街2号
H11010202325,北京大学人民医院（北京大学第二临床医学院）,三级,综合医院,北京市西城区西直门南大街11号，西城区阜内大街133号
H11010202367,国网北京市电力公司医务室,未定级,卫生所（室）,北京市西城区前门西大街41号
H11010202368,北京市西城区平安医院,二级,综合医院,北京市西城区赵登禹路169号
H11010202374,北京市第三建筑工程有限公司医务室,未定级,医务室,西城区车公庄大街北里56号
H11010202375,北京市第二医院（北京市西城区老年医院）,二级,综合医院,北京市西城区宣武门内大街油坊胡同36号
H11010202410,国务院国有资产监督管理委员会机械离退休干部局医务室,未定级,医务室,北京市西城区三里河二区12楼
H11010202411,北京市西城区广外老年公寓医务室,未定级,医务室,北京市西城区马连道北街3号
H11010202414,国务院国有资产监督管理委员会物资机关服务中心医务室,未定级,综合门诊部,北京市西城区月坛北街25号40幢
H11010202432,北京前海股骨头医院,一级,骨科医院,北京市西城区地安门西大街丙28号A座
H11010202258,中国建筑设计研究院有限公司医务室,未定级,医务室,北京市西城区车公庄大街十九号
H11010202259,北京鹤年堂中医医院,一级,中医专科医院,北京市西城区广安门内大街6号1-2
H11010202260,北京积水潭医院（北京大学第四临床医学院）,三级,综合医院,北京市西城区新街口东街31号，北京市昌平区回龙观回南北路68号，北京市昌平区回龙观镇龙域环路38号院
H11010202261,北京市西城区妇幼保健计划生育服务中心（北京市西城区妇幼保健院）,二级,妇幼保健院,北京市西城区平原里小区19号楼
H11010202268,北京市西城区月坛街道复兴门铁路社区卫生服务站,未定级,社区卫生服务站,北京市西城区二七剧场路2号-1
H11010202319,北京中医药大学附属护国寺中医医院（北京市针灸医院）,三级,中医（综合）医院,北京市西城区棉花胡同83号
H11010202320,首都医科大学附属北京儿童医院（北京市儿科研究所）,三级,儿童医院,北京市西城区南礼士路56号
H11010202321,北京大学第一医院（北京大学北大医院）,三级,综合医院,北京市西城区西什库大街8号、15号、西安门大街1号、地安门大街59号，东城区安定门内大街车辇店胡同15号
H11010202322,北方物业开发有限公司医务室,未定级,医务室,北京市西城区南线里56号
H11010202323,国务院国有资产监督管理委员会机关服务局医务室,未定级,医务室,西城区宣武门西大街26号
H11010202616,国家广播电视总局机关服务中心门诊部,未定级,综合门诊部,北京市西城区北滨河路二号院2号楼
H11010202436,中央音乐学院医务室,未定级,医务室,北京市西城区闹市口危改区3-1#
H11010202626,中国人民公安大学医院,未定级,综合医院,北京市西城区木樨地南里1号
H11010202443,北京市肛肠医院（北京市西城区二龙路医院）,三级,中西医结合医院,北京市西城区德外大街16号、北京市西城区下岗胡同1号
H11010202981,北京军颐中医医院,二级,中医（综合）医院,北京市西城区南菜园街甲2号
H11010202495,中国科学院机关门诊部,未定级,综合门诊部,北京市西城区三里河路52号
H11010202982,中国人民解放军第三零五医院,三级,综合医院,北京市西城区文津街甲13号
H11010202498,北京建筑大学卫生所,未定级,卫生所（室）,北京是西城区展览路1号
H11010202501,北京市第一建筑工程有限公司综合门诊部,一级,综合门诊部,北京市西城区右安门内大街75号
H11010202983,中国人民解放军火箭军特色医学中心,三级,综合医院,北京市西城区新外大街16号
H11010202508,北京圣康华医学研究院有限公司北京圣康华眼科医院,一级,眼科医院,西城区西直门内大街132号2号楼、3号楼、5号楼（不含2层南区）
H11010202991,北京华科中西医结合医院,一级,中西医结合医院,北京市西城区红莲南路71号
H11010202509,外交学院医务室,未定级,医务室,北京市西城区展览路24号
H11010202992,北京瑞安康复医院,二级,康复医院,北京市西城区鸭子桥路35号
H11010202532,北京急救中心,三级,急救中心,北京市西城区前门西大街103号
H11010203013,中国人民解放军总医院京中医疗区礼士路门诊部,一级,综合门诊部,北京市西城区南礼士路头条1号
H11010203014,北京市西城区牛街天恒敬老院医务室,未定级,医务室,北京市西城区牛街东里二区4号楼
H11010203015,北京市西城区宝石花门诊部,未定级,综合门诊部,北京市西城区六铺炕一巷5号
,北京市西城区广外三义里甲2号、西城区上斜街61号
H11010500419,首都儿科研究所附属儿童医院,三级,儿童医院,北京市朝阳区雅宝路2号；北京市西城区月坛南街1号
H11010500420,首都医科大学附属北京安贞医院,三级,综合医院,北京市朝阳区安贞路2号
H11010500421,北京市朝阳区首都医科大学附属北京安贞医院大屯社区卫生服务中心,未定级,社区卫生服务中心,北京市朝阳区安慧北里逸园甲10号楼
H11010500422,首都医科大学附属北京朝阳医院,三级,综合医院,北京朝阳区工人体育场南路8号，石景山区京原路5号
H11010500423,中国医学科学院肿瘤医院,三级,肿瘤医院,北京市朝阳区潘家园南里17号
H11010500424,首都医科大学附属北京地坛医院,三级,传染病医院,北京市朝阳区京顺东街8号;顺义区南孙路李遂段799号
H11010500426,北京市朝阳区第三医院,二级,精神病医院,北京市朝阳区双桥南路甲8号、北京市朝阳区延静西里12号楼、北京市朝阳区金盏乡金盏大街2号
H11010500427,北京市朝阳区妇幼保健院,三级,妇幼保健院,北京市朝阳区潘家园华威里25号、北京市朝阳区来广营乡清河营村
H11010500474,北京市朝阳区桓兴肿瘤医院,二级,肿瘤医院,北京市朝阳区十八里店乡吕家营南里甲1号
H11010500475,北京市朝阳区三环肿瘤医院,二级,肿瘤医院,北京市朝阳区十里河352号
H11010500476,北京市朝阳区双桥医院,二级,综合医院,北京市朝阳区双桥东路 北京市朝阳区管庄乡司辛庄南路8号
H11010500478,北京伟达中医肿瘤医院 北京伟达慈丹医院,二级,其他中医专科医院,北京市朝阳区王四营乡官庄大队官庄路100号
H11010500479,北京嫣然天使儿童医院,二级,儿童医院,北京市朝阳区望京东园519号楼
H11010500480,北京北亚中医医院,一级,中医（综合）医院,北京市朝阳区安定门外安苑里1号院1号楼
H11010500481,北京朝阳国医之家中医医院,一级,中医（综合）医院,北京市朝阳区酒仙桥路26号院1号楼1至2层A08、1层A09、地下一层
H11010500495,北京大学口腔医院第二门诊部,未定级,口腔门诊部,北京市朝阳区安立路66号安立花园4号楼Ⅰ段2层、Ⅰ段5层、Ⅰ段6层、Ⅱ段5层、Ⅱ段601、Ⅱ段602、Ⅱ段603、5层三段4-4
H11010500496,北京第二外国语学院门诊部,未定级,综合门诊部,北京市朝阳区东郊定福庄南里一号
H11010500497,北京道合肛肠医院,一级,其他专科医院,北京市朝阳区来广营乡来广营村刘各庄甲二号南区二层
H11010500498,北京东大肛肠医院,一级,其他专科医院,北京市朝阳区东大桥路5号
H11010500501,北京东方博大医院,一级,综合医院,北京市朝阳区华威西里55号
H11010203016,北京同仁堂医养产业投资集团有限公司黄寺综合门诊部,未定级,综合门诊部,北京市西城区德外黄寺大街23-4
H11010203051,恒颐复健之家·自如医务室,未定级,医务室,北京市西城区太平街35号
